,workclass,education,age
18790, Private, HS-grad,37
18791, Local-gov, Some-college,28
18792, Private, Some-college,39
18793, Self-emp-not-inc, HS-grad,35
18794, ?, Masters,59
18795, Private, HS-grad,26
18796, Private, HS-grad,68
18797, Private, Prof-school,46
18798, Private, HS-grad,21
18799, Private, Some-college,23
18800, Private, 10th,17
18801, Local-gov, HS-grad,23
18802, Private, HS-grad,34
18803, Private, Assoc-acdm,33
18804, Private, Assoc-acdm,31
18805, ?, Bachelors,31
18806, Self-emp-not-inc, HS-grad,56
18807, Private, HS-grad,21
18808, Private, HS-grad,45
18809, Self-emp-inc, Bachelors,41
18810, Private, 10th,26
18811, Private, 11th,41
18812, Self-emp-inc, Masters,46
18813, State-gov, HS-grad,47
18814, Self-emp-not-inc, Prof-school,43
18815, Private, HS-grad,35
18816, Self-emp-not-inc, HS-grad,44
18817, Self-emp-inc, Bachelors,58
18818, Private, Assoc-acdm,25
18819, Private, Assoc-voc,44
18820, Private, Some-college,57
18821, Private, Some-college,24
18822, Private, Bachelors,38
18823, Private, 7th-8th,33
18824, Private, Some-college,25
18825, Private, HS-grad,33
18826, Local-gov, Some-college,50
18827, Private, HS-grad,35
18828, Private, Bachelors,36
18829, Private, Some-college,27
18830, Private, Assoc-voc,22
18831, Private, HS-grad,30
18832, Private, Masters,90
18833, Private, HS-grad,39
18834, State-gov, Bachelors,34
18835, Private, Bachelors,39
18836, Private, Some-college,19
18837, Private, 10th,19
18838, Private, HS-grad,29
18839, Self-emp-not-inc, Assoc-acdm,66
18840, Private, Some-college,38
18841, Private, 5th-6th,44
18842, Self-emp-not-inc, 7th-8th,34
18843, State-gov, Assoc-acdm,35
18844, Local-gov, Bachelors,29
18845, Private, HS-grad,22
18846, ?, Some-college,33
18847, Private, Assoc-voc,73
18848, Local-gov, Some-college,35
18849, Private, HS-grad,41
18850, Self-emp-not-inc, Some-college,27
18851, Private, HS-grad,25
18852, Private, Bachelors,47
18853, Private, Bachelors,36
18854, Private, 1st-4th,36
18855, Local-gov, HS-grad,25
18856, Private, 11th,37
18857, Local-gov, Bachelors,26
18858, Private, Some-college,53
18859, Local-gov, Masters,36
18860, Private, Bachelors,30
18861, Local-gov, Some-college,53
18862, Self-emp-not-inc, HS-grad,37
18863, State-gov, HS-grad,41
18864, Private, Bachelors,53
18865, Private, Some-college,23
18866, Private, HS-grad,28
18867, Local-gov, 10th,53
18868, Private, HS-grad,32
18869, Private, Bachelors,33
18870, Private, HS-grad,27
18871, Private, Assoc-voc,52
18872, Private, Some-college,31
18873, Private, Assoc-acdm,27
18874, Private, HS-grad,44
18875, Self-emp-not-inc, Masters,37
18876, Private, HS-grad,39
18877, Private, 12th,18
18878, Private, HS-grad,42
18879, Private, Bachelors,49
18880, Private, HS-grad,35
18881, Private, HS-grad,43
18882, Private, Prof-school,43
18883, Private, Some-college,31
18884, Private, Bachelors,27
18885, Federal-gov, Some-college,46
18886, Private, HS-grad,54
18887, Private, Some-college,37
18888, Local-gov, Some-college,53
18889, Private, Some-college,26
18890, Self-emp-inc, Prof-school,59
18891, Federal-gov, Some-college,36
18892, Private, HS-grad,32
18893, Local-gov, Masters,53
18894, Private, HS-grad,26
18895, Private, HS-grad,35
18896, Private, HS-grad,48
18897, Local-gov, Some-college,30
18898, Private, 12th,38
18899, Self-emp-not-inc, HS-grad,58
18900, Private, HS-grad,44
18901, Private, Assoc-voc,30
18902, Self-emp-not-inc, HS-grad,68
18903, Local-gov, Bachelors,26
18904, Local-gov, Bachelors,26
18905, Private, 1st-4th,41
18906, State-gov, Bachelors,43
18907, Private, Bachelors,48
18908, Private, HS-grad,55
18909, Self-emp-not-inc, Some-college,50
18910, Private, 11th,41
18911, Private, HS-grad,52
18912, ?, HS-grad,24
18913, Self-emp-not-inc, HS-grad,31
18914, Local-gov, Assoc-voc,54
18915, Self-emp-not-inc, Masters,31
18916, Self-emp-inc, Bachelors,31
18917, Private, HS-grad,47
18918, Private, Assoc-voc,40
18919, State-gov, Some-college,46
18920, Private, HS-grad,45
18921, Private, 10th,39
18922, Local-gov, Some-college,34
18923, ?, Some-college,48
18924, ?, Some-college,19
18925, Private, Some-college,56
18926, Private, HS-grad,47
18927, Private, Some-college,35
18928, Private, Some-college,25
18929, Local-gov, Bachelors,43
18930, Private, Bachelors,59
18931, ?, 7th-8th,66
18932, Private, 7th-8th,63
18933, Private, Some-college,32
18934, ?, Bachelors,58
18935, Self-emp-inc, Assoc-voc,43
18936, Private, HS-grad,27
18937, Private, 12th,21
18938, Federal-gov, Some-college,44
18939, Self-emp-not-inc, HS-grad,40
18940, Private, HS-grad,65
18941, Private, Some-college,50
18942, ?, HS-grad,18
18943, State-gov, Masters,51
18944, Federal-gov, Some-college,44
18945, Private, Some-college,20
18946, Private, Assoc-voc,29
18947, Private, Assoc-voc,50
18948, Local-gov, HS-grad,50
18949, Private, 10th,43
18950, Private, Bachelors,23
18951, Private, HS-grad,41
18952, ?, Some-college,30
18953, Self-emp-not-inc, Bachelors,58
18954, State-gov, Assoc-voc,50
18955, Self-emp-not-inc, Bachelors,37
18956, Private, HS-grad,21
18957, Private, HS-grad,33
18958, Private, Some-college,52
18959, Private, HS-grad,47
18960, Self-emp-not-inc, Bachelors,45
18961, Private, Some-college,34
18962, Private, Some-college,39
18963, Private, Some-college,31
18964, ?, Some-college,19
18965, Private, Some-college,45
18966, Self-emp-not-inc, Assoc-voc,45
18967, Private, HS-grad,34
18968, Private, 11th,27
18969, Private, HS-grad,37
18970, Private, HS-grad,20
18971, Private, Bachelors,32
18972, Private, 1st-4th,24
18973, Private, HS-grad,39
18974, Private, Some-college,18
18975, Self-emp-not-inc, Some-college,62
18976, Private, Bachelors,24
18977, Private, HS-grad,37
18978, Private, Bachelors,46
18979, Private, HS-grad,44
18980, Private, HS-grad,53
18981, Private, Bachelors,25
18982, Private, Prof-school,44
18983, Private, Bachelors,24
18984, Private, HS-grad,61
18985, Local-gov, Masters,45
18986, Self-emp-not-inc, Some-college,33
18987, Private, Bachelors,48
18988, Local-gov, HS-grad,26
18989, ?, HS-grad,40
18990, Private, Bachelors,68
18991, Private, HS-grad,24
18992, ?, Bachelors,25
18993, Local-gov, Bachelors,31
18994, Private, Some-college,55
18995, Private, Assoc-acdm,46
18996, Private, Bachelors,58
18997, Private, HS-grad,56
18998, Federal-gov, Bachelors,45
18999, Private, Bachelors,24
19000, Local-gov, HS-grad,35
19001, Private, HS-grad,51
19002, Private, Prof-school,47
19003, Private, 11th,17
19004, Private, 10th,21
19005, Private, Bachelors,45
19006, Private, HS-grad,42
19007, Private, 12th,56
19008, Private, HS-grad,39
19009, Private, 7th-8th,31
19010, Federal-gov, Some-college,20
19011, Self-emp-not-inc, 5th-6th,65
19012, Private, Some-college,44
19013, Private, HS-grad,33
19014, Private, Bachelors,25
19015, Private, HS-grad,38
19016, Local-gov, 10th,31
19017, Self-emp-not-inc, Bachelors,33
19018, Self-emp-not-inc, HS-grad,49
19019, Private, HS-grad,28
19020, Private, HS-grad,29
19021, Private, Assoc-voc,23
19022, Self-emp-not-inc, Bachelors,37
19023, Private, Some-college,52
19024, Private, HS-grad,27
19025, Private, Some-college,47
19026, Private, HS-grad,21
19027, Federal-gov, Bachelors,41
19028, Private, Some-college,61
19029, Private, Bachelors,32
19030, Private, Some-college,21
19031, Private, 12th,63
19032, Private, Some-college,34
19033, State-gov, Assoc-acdm,21
19034, Private, HS-grad,44
19035, Private, Bachelors,26
19036, Private, Masters,36
19037, Private, Bachelors,39
19038, Private, HS-grad,52
19039, Self-emp-not-inc, Bachelors,44
19040, Private, HS-grad,42
19041, ?, HS-grad,60
19042, Private, Bachelors,31
19043, Private, Some-college,30
19044, Private, Some-college,23
19045, State-gov, 1st-4th,81
19046, Private, Bachelors,39
19047, Private, 10th,38
19048, Private, Some-college,21
19049, Local-gov, HS-grad,28
19050, Private, Bachelors,34
19051, Private, HS-grad,47
19052, Private, HS-grad,36
19053, Private, HS-grad,27
19054, Private, Bachelors,56
19055, Private, HS-grad,57
19056, State-gov, Some-college,42
19057, Private, HS-grad,43
19058, ?, HS-grad,48
19059, Private, HS-grad,53
19060, Private, HS-grad,58
19061, Private, 12th,19
19062, Private, HS-grad,37
19063, Self-emp-not-inc, Some-college,41
19064, Private, 7th-8th,31
19065, Private, Bachelors,31
19066, Local-gov, HS-grad,53
19067, Private, Some-college,19
19068, Private, Doctorate,56
19069, Federal-gov, Some-college,55
19070, Private, 5th-6th,51
19071, Private, Some-college,62
19072, Private, Some-college,43
19073, ?, 7th-8th,45
19074, Local-gov, HS-grad,28
19075, Private, HS-grad,46
19076, State-gov, Bachelors,62
19077, Local-gov, HS-grad,57
19078, Local-gov, Bachelors,60
19079, Federal-gov, Some-college,23
19080, Private, Some-college,47
19081, Private, Some-college,21
19082, Private, HS-grad,51
19083, Local-gov, HS-grad,61
19084, Self-emp-not-inc, Bachelors,52
19085, Private, Bachelors,76
19086, Private, Some-college,24
19087, Self-emp-not-inc, Bachelors,31
19088, Private, Bachelors,43
19089, Federal-gov, Some-college,58
19090, ?, Some-college,18
19091, Private, 12th,19
19092, Private, Some-college,44
19093, Local-gov, Some-college,41
19094, Private, Some-college,21
19095, Private, HS-grad,40
19096, Private, Some-college,25
19097, Local-gov, Doctorate,62
19098, Private, HS-grad,42
19099, Private, Assoc-voc,35
19100, Private, HS-grad,19
19101, Private, HS-grad,60
19102, Private, HS-grad,20
19103, Private, Assoc-acdm,23
19104, Private, HS-grad,18
19105, Private, Some-college,40
19106, Private, Some-college,19
19107, Private, HS-grad,51
19108, Local-gov, Bachelors,41
19109, Private, 10th,18
19110, Private, Some-college,41
19111, Private, Some-college,27
19112, Self-emp-not-inc, 1st-4th,71
19113, Private, 12th,25
19114, Private, HS-grad,73
19115, Private, Some-college,45
19116, Private, Some-college,25
19117, Private, HS-grad,50
19118, Private, HS-grad,44
19119, Local-gov, Assoc-voc,44
19120, Private, HS-grad,49
19121, Self-emp-inc, Some-college,44
19122, Federal-gov, HS-grad,42
19123, Private, HS-grad,20
19124, Private, HS-grad,66
19125, Private, Some-college,19
19126, Private, Some-college,60
19127, Private, Assoc-voc,46
19128, Private, Assoc-voc,42
19129, Private, Some-college,59
19130, Private, Assoc-acdm,58
19131, Private, HS-grad,47
19132, Private, Some-college,58
19133, ?, Bachelors,69
19134, ?, 10th,17
19135, Private, 11th,19
19136, Private, Some-college,28
19137, Private, HS-grad,37
19138, Private, HS-grad,30
19139, Private, Some-college,36
19140, Private, 11th,45
19141, Private, 7th-8th,59
19142, Private, Some-college,45
19143, Local-gov, Doctorate,53
19144, Private, HS-grad,37
19145, Private, Some-college,26
19146, Local-gov, 9th,53
19147, State-gov, HS-grad,44
19148, Private, Bachelors,27
19149, Private, Some-college,22
19150, Private, HS-grad,41
19151, Private, HS-grad,53
19152, Private, HS-grad,58
19153, ?, 12th,34
19154, Private, Bachelors,32
19155, Private, Some-college,32
19156, Private, Masters,47
19157, Private, HS-grad,27
19158, Private, Some-college,25
19159, Private, 10th,40
19160, Self-emp-not-inc, Some-college,36
19161, Local-gov, HS-grad,23
19162, Private, 9th,44
19163, Private, HS-grad,19
19164, Private, Bachelors,42
19165, Self-emp-not-inc, Some-college,60
19166, Private, HS-grad,41
19167, Federal-gov, HS-grad,45
19168, ?, 5th-6th,67
19169, Self-emp-not-inc, Bachelors,36
19170, State-gov, Masters,52
19171, Private, Doctorate,28
19172, Self-emp-inc, HS-grad,83
19173, Private, 11th,17
19174, Private, Assoc-voc,27
19175, Self-emp-not-inc, Assoc-voc,35
19176, Private, Some-college,40
19177, Private, Assoc-acdm,23
19178, Local-gov, 11th,51
19179, Private, 1st-4th,51
19180, ?, 10th,82
19181, Private, HS-grad,28
19182, Private, HS-grad,53
19183, Private, Bachelors,29
19184, Private, HS-grad,19
19185, Private, Bachelors,30
19186, Private, 7th-8th,23
19187, Private, Bachelors,66
19188, Private, 11th,27
19189, Private, HS-grad,35
19190, Private, 12th,17
19191, Private, HS-grad,27
19192, Private, Prof-school,27
19193, Local-gov, Bachelors,44
19194, Private, HS-grad,64
19195, Self-emp-inc, HS-grad,62
19196, Private, Some-college,26
19197, Private, HS-grad,40
19198, Private, Doctorate,40
19199, Private, HS-grad,35
19200, Private, Bachelors,25
19201, Local-gov, Some-college,52
19202, Private, Some-college,46
19203, Private, HS-grad,30
19204, Private, Some-college,52
19205, Private, HS-grad,28
19206, Private, 10th,17
19207, State-gov, Some-college,46
19208, Private, Bachelors,45
19209, Private, Some-college,21
19210, Self-emp-not-inc, HS-grad,18
19211, Private, 11th,17
19212, Private, Some-college,90
19213, Private, Some-college,23
19214, Private, Bachelors,41
19215, Self-emp-not-inc, Some-college,19
19216, Private, HS-grad,69
19217, Federal-gov, Assoc-acdm,23
19218, Private, Some-college,28
19219, Private, Assoc-acdm,37
19220, Private, HS-grad,57
19221, Local-gov, Some-college,30
19222, Private, HS-grad,48
19223, Private, HS-grad,73
19224, Private, 5th-6th,25
19225, Private, Masters,33
19226, Private, HS-grad,36
19227, Private, HS-grad,28
19228, Private, HS-grad,57
19229, Private, Some-college,31
19230, ?, 9th,35
19231, State-gov, HS-grad,40
19232, Private, Some-college,32
19233, ?, Bachelors,35
19234, Private, HS-grad,26
19235, Self-emp-inc, Some-college,27
19236, Private, 10th,17
19237, Private, Some-college,29
19238, Private, 11th,18
19239, Private, Some-college,20
19240, ?, HS-grad,69
19241, State-gov, Some-college,18
19242, Private, HS-grad,56
19243, Private, Some-college,40
19244, Private, Some-college,46
19245, Private, 12th,41
19246, Private, Some-college,53
19247, Private, Masters,50
19248, Private, 11th,23
19249, Private, Bachelors,40
19250, Self-emp-inc, Some-college,54
19251, Private, Some-college,45
19252, Local-gov, HS-grad,53
19253, ?, 11th,17
19254, Local-gov, Bachelors,50
19255, ?, Bachelors,22
19256, Private, Bachelors,30
19257, Self-emp-inc, Bachelors,40
19258, State-gov, Masters,36
19259, Self-emp-not-inc, Assoc-acdm,25
19260, Private, HS-grad,29
19261, Private, Bachelors,29
19262, Private, Bachelors,22
19263, Private, Bachelors,56
19264, Local-gov, Masters,60
19265, Private, HS-grad,37
19266, Private, 7th-8th,53
19267, State-gov, Some-college,23
19268, Private, HS-grad,18
19269, Private, Some-college,36
19270, Self-emp-inc, HS-grad,67
19271, Private, HS-grad,31
19272, Private, Bachelors,26
19273, Private, 11th,18
19274, Local-gov, Masters,45
19275, Private, 11th,64
19276, Private, HS-grad,26
19277, Private, Some-college,53
19278, Private, HS-grad,27
19279, Private, Some-college,32
19280, Self-emp-not-inc, HS-grad,49
19281, Private, 10th,59
19282, Private, Masters,44
19283, Self-emp-not-inc, HS-grad,61
19284, ?, HS-grad,41
19285, State-gov, HS-grad,46
19286, Private, HS-grad,32
19287, Private, HS-grad,29
19288, Private, Masters,48
19289, Private, Some-college,32
19290, Private, HS-grad,21
19291, Self-emp-not-inc, Prof-school,50
19292, Local-gov, Masters,44
19293, Private, HS-grad,51
19294, Private, HS-grad,42
19295, Private, Bachelors,27
19296, Self-emp-not-inc, HS-grad,70
19297, Private, HS-grad,33
19298, Self-emp-not-inc, HS-grad,65
19299, Private, Masters,39
19300, Private, HS-grad,32
19301, Private, Some-college,30
19302, Self-emp-inc, Some-college,43
19303, Private, 9th,31
19304, Federal-gov, Bachelors,64
19305, Local-gov, Some-college,37
19306, Self-emp-not-inc, HS-grad,49
19307, Private, 11th,29
19308, Local-gov, HS-grad,35
19309, Private, Assoc-acdm,37
19310, State-gov, Masters,42
19311, ?, Some-college,21
19312, Private, Assoc-acdm,23
19313, Local-gov, HS-grad,35
19314, State-gov, Assoc-voc,29
19315, Private, Some-college,23
19316, Private, Some-college,21
19317, Private, Bachelors,45
19318, ?, Bachelors,24
19319, Private, HS-grad,38
19320, ?, 10th,28
19321, Private, HS-grad,23
19322, Self-emp-not-inc, Bachelors,39
19323, Private, Masters,45
19324, Private, Assoc-acdm,68
19325, Federal-gov, Assoc-voc,60
19326, State-gov, Doctorate,38
19327, Private, 12th,41
19328, Private, HS-grad,48
19329, Private, HS-grad,33
19330, Private, Assoc-voc,48
19331, Local-gov, Some-college,23
19332, Private, 9th,26
19333, Self-emp-inc, Bachelors,55
19334, State-gov, Masters,35
19335, Private, Some-college,52
19336, State-gov, HS-grad,46
19337, ?, HS-grad,72
19338, Private, HS-grad,18
19339, Local-gov, HS-grad,62
19340, Private, Some-college,22
19341, Private, Some-college,40
19342, Private, Some-college,26
19343, Private, Assoc-acdm,35
19344, Self-emp-not-inc, HS-grad,25
19345, ?, Assoc-voc,46
19346, Private, Bachelors,39
19347, Private, Some-college,41
19348, Private, Bachelors,59
19349, Private, HS-grad,37
19350, Private, Some-college,38
19351, Private, Bachelors,33
19352, Private, Assoc-acdm,23
19353, Self-emp-not-inc, Masters,67
19354, Private, Bachelors,60
19355, Self-emp-inc, Bachelors,39
19356, Self-emp-not-inc, HS-grad,32
19357, Private, Bachelors,26
19358, Private, HS-grad,39
19359, Private, Some-college,28
19360, Private, 11th,29
19361, Private, Assoc-voc,43
19362, Private, Some-college,23
19363, Private, Bachelors,32
19364, Self-emp-not-inc, Some-college,33
19365, Private, HS-grad,45
19366, Private, HS-grad,48
19367, Local-gov, Prof-school,43
19368, Self-emp-not-inc, HS-grad,50
19369, Private, Bachelors,63
19370, Private, HS-grad,55
19371, Private, Bachelors,22
19372, Self-emp-not-inc, HS-grad,32
19373, Private, Assoc-acdm,27
19374, Private, Bachelors,22
19375, Private, HS-grad,44
19376, Private, HS-grad,34
19377, Private, HS-grad,28
19378, Private, Masters,40
19379, Private, Some-college,45
19380, Private, 10th,17
19381, Self-emp-not-inc, 12th,53
19382, Private, Assoc-acdm,58
19383, Self-emp-not-inc, HS-grad,55
19384, Local-gov, Assoc-voc,44
19385, Self-emp-not-inc, HS-grad,40
19386, Self-emp-not-inc, Masters,58
19387, Private, HS-grad,38
19388, Private, 9th,62
19389, Private, Assoc-voc,31
19390, Private, 11th,31
